model_id,time_ms,ci95_lower,ci95_upper,accuracy,f1,combined,dominated,pareto_frontier
lowvariance_lda,105.1715226039783,99.7727674482363,110.57027775972033,0.924,0.9232436432040472,0.9236218216020236,False,True
lowvariance_decisiontree,107.21649367088608,101.50399176453008,112.92899557724203,0.969,0.9753604559530864,0.9721802279765432,False,True
lowvariance_gradientboosting,503.86772694394216,476.2071526834673,531.5283012044171,0.975,0.974454342285468,0.974727171142734,False,True
lowvariance_randomforest,4985.879321880651,4785.8908867711,5185.867756990203,0.974,0.9744537551921626,0.9742268775960813,True,False
lowvariance_svm,174816.88412621358,160560.3261516137,189073.44210081347,0.929,,0.929,True,False
