modelo,n_registros,tempo_total_sec,tempo_medio_sec,tempo_min_sec,tempo_max_sec
GradientBoosting,24,982.679918520007,40.94499660500029,1.2776591519996146,137.7186703490006
RandomForest,24,417.1266152899989,17.380275637083287,1.1842155170015758,59.27676195800086
QDA,24,49.9054184469951,2.0793924352914623,0.10468434399808757,6.324385197000083
LDA,24,45.20959900099115,1.8837332917079646,0.1063704489988595,5.5655168029989
DecisionTree,24,40.742030914996576,1.6975846214581907,0.06508766200022365,5.211993775999872
GaussianNB,24,31.373268912006097,1.307219538000254,0.06753645500066341,3.8723701140006597
