seletor,n_registros,n_features,tempo_total_sec,tempo_medio_sec,tempo_min_sec,tempo_max_sec
mRMR,19,15.0,186.79303370098933,9.83121230005207,0.05294103400046879,107.31056993699895
LowVariance,19,12.0,178.57248470100603,9.398551826368738,0.05012484399958339,98.95181073300046
ExtraTrees,19,15.0,178.2344547549983,9.380760776578859,0.051559149998865905,102.83265009099887
LinearSVC_L1,19,15.0,171.06082670499563,9.003201405526086,0.051120605998221436,97.8503813160005
Fisher,19,15.0,120.13902429700465,6.323106541947613,0.051044996000200626,58.10048289800034
Pearson,19,15.0,116.28940073699596,6.120494775631366,0.049101814000096056,58.92857591199936
LassoCV,19,15.0,98.27029023600335,5.172120538737018,0.04751877300077467,41.916774698000154
