modelo,n_registros,tempo_total_sec,tempo_medio_sec,tempo_min_sec,tempo_max_sec
GradientBoosting,25,645.9298381479994,25.837193525919975,2.3125630880003882,89.70738852899967
RandomForest,25,223.8136828399979,8.952547313599917,0.7367181820004589,28.83251356999972
QDA,25,49.48273720399902,1.9793094881599609,0.10160763800013228,6.224092407000171
DecisionTree,25,45.28673509200007,1.811469403680003,0.07160865500009095,6.059127484000328
LDA,25,45.20154668299938,1.808061867319975,0.10723823899979834,5.681315658999665
GaussianNB,25,31.953967719999127,1.278158708799965,0.06579803299973719,3.9963024419998874
