modelo,accuracy,precision,f1,log_loss,fp_per_class,fn_per_class
DecisionTree (Optuna),0.9753764861294584,0.9756646512110522,0.9753604559530865,0.08061290970694872,"[112, 354]","[354, 112]"
GradientBoosting (Optuna),0.9744782034346103,0.9749940056231564,0.974454342285468,0.07835469160299556,"[81, 402]","[402, 81]"
RandomForest (Optuna),0.9744782034346103,0.9750141470760071,0.9744537551921626,0.07108750203107757,"[78, 405]","[405, 78]"
LDA (Optuna),0.9236459709379128,0.9323853385448914,0.923029073269279,0.3765188238395495,"[38, 1407]","[1407, 38]"
QDA (Optuna),0.9230647291941876,0.9315353638090984,0.922457475688747,0.8834612578546447,"[53, 1403]","[1403, 53]"
GaussianNB (Optuna),0.9205812417437252,0.9283562881244081,0.9199917791935774,2.8341995580255595,"[101, 1402]","[1402, 101]"
