stage,seletor,modelo,status,error_message,n_features,n_trials,n_cv_folds,tempo_fit_sec,tempo_predict_sec,tempo_proba_sec,tempo_joblib_dump_sec,tempo_otimizacao_sec,tempo_total_sec,experiment_timestamp
feature_selection,LowVariance,LDA,success,,12,,,0.1058556339999086,0.0011215350000384205,0.0009553849999974773,,,0.1079325539999445,2026-04-24T10:53:31.934874
feature_selection,LowVariance,QDA,success,,12,,,0.09960985699990488,0.002905797000039456,0.002755013999831135,,,0.10527066799977547,2026-04-24T10:53:32.235594
feature_selection,LowVariance,GaussianNB,success,,12,,,0.061340514999756124,0.00191958400000658,0.0025379339999744843,,,0.06579803299973719,2026-04-24T10:53:32.445565
feature_selection,LowVariance,DecisionTree,success,,12,,,0.0987212179998096,0.0017365250000693777,0.001151731999925687,,,0.10160947499980466,2026-04-24T10:53:32.713146
feature_selection,LowVariance,RandomForest,success,,12,,,1.5302029800000128,0.06341029400027764,0.0649291350000567,,,1.658542409000347,2026-04-24T10:53:34.537978
feature_selection,LowVariance,GradientBoosting,success,,12,,,4.643492717999834,0.02385417799996503,0.02357528699985778,,,4.690922182999657,2026-04-24T10:53:39.396979
feature_selection,Pearson,LDA,success,,15,,,0.10655061999977988,0.001081558000350924,0.000857964999795513,,,0.10849014299992632,2026-04-24T10:53:39.684056
feature_selection,Pearson,QDA,success,,15,,,0.10528500000009444,0.004749360000005254,0.0038583159998779593,,,0.11389267599997766,2026-04-24T10:53:39.995261
feature_selection,Pearson,GaussianNB,success,,15,,,0.06367451300002358,0.0022305090001282224,0.0028031560000272293,,,0.06870817800017903,2026-04-24T10:53:40.206262
feature_selection,Pearson,DecisionTree,success,,15,,,0.0737443049997637,0.0016862490001585684,0.001137610000114364,,,0.07656816400003663,2026-04-24T10:53:40.455786
feature_selection,Pearson,RandomForest,success,,15,,,1.0303997789997084,0.053659501999845816,0.052246758000364935,,,1.136306038999919,2026-04-24T10:53:41.762112
feature_selection,Pearson,GradientBoosting,success,,15,,,2.4078541399999267,0.026215099000182818,0.02627980999977808,,,2.4603490489998876,2026-04-24T10:53:44.394839
feature_selection,Fisher,LDA,success,,15,,,0.10530099399966275,0.001052903000072547,0.0008843420000630431,,,0.10723823899979834,2026-04-24T10:53:44.681034
feature_selection,Fisher,QDA,success,,15,,,0.09570609499996863,0.0038908609999452892,0.004296413000247412,,,0.10389336900016133,2026-04-24T10:53:44.985798
feature_selection,Fisher,GaussianNB,success,,15,,,0.06587359000013748,0.0022686279999106773,0.0029250570000840526,,,0.07106727500013221,2026-04-24T10:53:45.206101
feature_selection,Fisher,DecisionTree,success,,15,,,0.07333757800006424,0.0016419540002061694,0.0011393909999242169,,,0.07611892300019463,2026-04-24T10:53:45.455678
feature_selection,Fisher,RandomForest,success,,15,,,1.0271613639997668,0.05670359099985944,0.05421273700039819,,,1.1380776920000244,2026-04-24T10:53:46.762324
feature_selection,Fisher,GradientBoosting,success,,15,,,2.375263331000042,0.024912130999837245,0.025181597000027978,,,2.425357058999907,2026-04-24T10:53:49.353054
feature_selection,mRMR,LDA,success,,15,,,0.10996909599998617,0.001082926000435691,0.000895221000064339,,,0.1119472430004862,2026-04-24T10:53:49.645617
feature_selection,mRMR,QDA,success,,15,,,0.09711555000012595,0.0036595839997062285,0.0029149009997126996,,,0.10369003499954488,2026-04-24T10:53:49.950763
feature_selection,mRMR,GaussianNB,success,,15,,,0.06583841400015444,0.002392649999819696,0.0029108169997016375,,,0.07114188099967578,2026-04-24T10:53:50.170186
