seletor,modelo_sem_optuna,accuracy_sem_optuna,precision_sem_optuna,f1_sem_optuna,log_loss_sem_optuna,modelo_com_optuna,accuracy_com_optuna,precision_com_optuna,f1_com_optuna,log_loss_com_optuna,model_path_optuna,model_path_refactored,delta_f1
ExtraTrees,GradientBoosting,0.9750594451783355,0.9754433894205786,0.9750400907082356,0.07356801749934792,DecisionTree,0.9753764861294584,0.9756646512110522,0.9753604559530865,0.08061290970694872,../models/models_optuna/optuna_by_selector_extratrees_decisiontree.pkl,../models/models_refactored/optuna_by_selector_extratrees_decisiontree.pkl,0.00032036524485090645
Fisher,DecisionTree,0.9679788639365918,0.9687283828560659,0.9679400618557904,0.10653698515418454,DecisionTree,0.9680845442536328,0.968697786239858,0.9680505871537394,0.1073083835724289,../models/models_optuna/optuna_by_selector_fisher_decisiontree.pkl,../models/models_refactored/optuna_by_selector_fisher_decisiontree.pkl,0.00011052529794897126
LassoCV,DecisionTree,0.9679788639365918,0.9687204328135551,0.9679403309371366,0.10828218835937785,DecisionTree,0.9680845442536328,0.968697786239858,0.9680505871537394,0.10558622237882294,../models/models_optuna/optuna_by_selector_lassocv_decisiontree.pkl,../models/models_refactored/optuna_by_selector_lassocv_decisiontree.pkl,0.00011025621660276652
LinearSVC_L1,GradientBoosting,0.9750594451783355,0.9754433894205786,0.9750400907082356,0.07359721208114085,DecisionTree,0.9753764861294584,0.9756646512110522,0.9753604559530865,0.08061290970694872,../models/models_optuna/optuna_by_selector_linearsvc_l1_decisiontree.pkl,../models/models_refactored/optuna_by_selector_linearsvc_l1_decisiontree.pkl,0.00032036524485090645
LowVariance,GradientBoosting,0.9750594451783355,0.9754433894205786,0.9750400907082356,0.07360984440517557,DecisionTree,0.9753764861294584,0.9756646512110522,0.9753604559530865,0.08061290970694872,../models/models_optuna/optuna_by_selector_lowvariance_decisiontree.pkl,../models/models_refactored/optuna_by_selector_lowvariance_decisiontree.pkl,0.00032036524485090645
Pearson,DecisionTree,0.9679788639365918,0.9687283828560659,0.9679400618557904,0.10653698515418454,DecisionTree,0.9680845442536328,0.968697786239858,0.9680505871537394,0.1073083835724289,../models/models_optuna/optuna_by_selector_pearson_decisiontree.pkl,../models/models_refactored/optuna_by_selector_pearson_decisiontree.pkl,0.00011052529794897126
mRMR,GradientBoosting,0.9750066050198151,0.9753875818427458,0.9749872988039685,0.07362571858660232,DecisionTree,0.9753764861294584,0.9756646512110522,0.9753604559530865,0.08061290970694872,../models/models_optuna/optuna_by_selector_mrmr_decisiontree.pkl,../models/models_refactored/optuna_by_selector_mrmr_decisiontree.pkl,0.00037315714911800857
