stage,seletor,modelo,status,error_message,n_features,n_trials,n_cv_folds,tempo_fit_sec,tempo_predict_sec,tempo_proba_sec,tempo_joblib_dump_sec,tempo_otimizacao_sec,tempo_total_sec,experiment_timestamp
baseline,,LDA,success,,22,,,0.13557146299990563,0.0013612570000987034,0.0009967739997591707,,,0.1379294939997635,2026-04-24T10:53:17.260394
baseline,,QDA,success,,22,,,0.11691145900022093,0.005418818999714858,0.004012200000033772,,,0.12634247799996956,2026-04-24T10:53:17.581703
baseline,,GaussianNB,success,,22,,,0.06652129999974932,0.002638995999859617,0.003466759999810165,,,0.0726270559994191,2026-04-24T10:53:17.798721
baseline,,DecisionTree,success,,22,,,0.10176632000002428,0.001976104000277701,0.001413432999925135,,,0.10515585700022712,2026-04-24T10:53:18.068650
baseline,,RandomForest,success,,22,,,1.4840692620000482,0.0673469829998794,0.06511427300029027,,,1.6165305180002179,2026-04-24T10:53:19.857191
baseline,,GradientBoosting,success,,22,,,4.888231701999757,0.025809637999827828,0.025874580999698082,,,4.939915920999283,2026-04-24T10:53:24.963580
