stage,seletor,modelo,status,error_message,n_features,n_trials,n_cv_folds,tempo_fit_sec,tempo_predict_sec,tempo_proba_sec,tempo_joblib_dump_sec,tempo_otimizacao_sec,tempo_total_sec,experiment_timestamp
feature_selection,mRMR,GaussianNB,success,,15.0,,,0.06583841400015444,0.002392649999819696,0.0029108169997016375,,,0.07114188099967578,2026-04-24T10:53:50.170186
feature_selection,mRMR,DecisionTree,success,,15.0,,,0.10062909499993111,0.001792116000160604,0.001177381999696081,,,0.1035985929997878,2026-04-24T10:53:50.440988
feature_selection,mRMR,RandomForest,success,,15.0,,,1.4369647309999891,0.06463730299992676,0.06367705100001331,,,1.5652790849999292,2026-04-24T10:53:52.174937
feature_selection,mRMR,GradientBoosting,success,,15.0,,,4.677426771999762,0.02370167200024298,0.023853215999679378,,,4.724981659999685,2026-04-24T10:53:57.072228
feature_selection_selector_total,mRMR,,success,,15.0,,,,,,,,7.714055367999663,2026-04-24T10:53:57.072317
feature_selection,LassoCV,LDA,success,,15.0,,,0.10706524599982004,0.0011206629997104756,0.0008714599998711492,,,0.10905736899940166,2026-04-24T10:53:57.359318
feature_selection,LassoCV,QDA,success,,15.0,,,0.10197721999975329,0.0032592719999229303,0.002938302000075055,,,0.10817479399975127,2026-04-24T10:53:57.666703
feature_selection,LassoCV,GaussianNB,success,,15.0,,,0.06290924799986897,0.002320994999990944,0.002871345000130532,,,0.06810158799999044,2026-04-24T10:53:57.878177
feature_selection,LassoCV,DecisionTree,success,,15.0,,,0.0688122330002443,0.001687390999904892,0.0011090309999417514,,,0.07160865500009095,2026-04-24T10:53:58.121257
feature_selection,LassoCV,RandomForest,success,,15.0,,,1.0257803780000359,0.05268831200010027,0.05482854899992162,,,1.1332972390000577,2026-04-24T10:53:59.423686
feature_selection,LassoCV,GradientBoosting,success,,15.0,,,2.263756907000243,0.024544709000110743,0.0242614720000347,,,2.3125630880003882,2026-04-24T10:54:01.899531
feature_selection_selector_total,LassoCV,,success,,15.0,,,,,,,,4.823978579999675,2026-04-24T10:54:01.899622
feature_selection,LinearSVC_L1,LDA,success,,15.0,,,0.10748078500000702,0.0011013749999619904,0.0008873599999787984,,,0.1094695199999478,2026-04-24T10:54:02.187492
feature_selection,LinearSVC_L1,QDA,success,,15.0,,,0.09997849100000167,0.0032688490000509773,0.0029499180000129854,,,0.10619725800006563,2026-04-24T10:54:02.489536
feature_selection,LinearSVC_L1,GaussianNB,success,,15.0,,,0.06253476000028968,0.002322382000329526,0.002831351999702747,,,0.06768849400032195,2026-04-24T10:54:02.704566
