Metodo,accuracy,precision,f1,log_loss
Soft Voting,0.9279260237780713,0.9365797910192066,0.9273543252596148,0.10670977014460767
Averaging,0.9254953764861295,0.9345987957774495,0.9248763966697287,0.10845786878272706
