model_id,model_file,dataset_file,rows,n_features,load_time_sec,dataset_read_time_sec,inference_time_sec,inference_time_ms,avg_inference_ms_per_row,predictions_per_sec,accuracy,status,error,created_at
extratrees_gradientboosting,optuna_by_selector_extratrees_gradientboosting.pkl,test_optuna_by_selector_extratrees_gradientboosting.csv,18925,15,0.028580592002981575,0.06405792599980487,0.17184487000122317,171.84487000122317,0.009080310171795147,110128.39661646748,0.9753764861294584,success,,2026-06-03T20:25:37.107711+00:00
lowvariance_decisiontree,optuna_by_selector_lowvariance_decisiontree.pkl,test_optuna_by_selector_lowvariance_decisiontree.csv,18925,12,0.002213814001152059,0.05604014799973811,0.008409778001805535,8.409778001805535,0.00044437400273741266,2250356.6676714774,0.9688243064729194,success,,2026-06-03T20:25:37.774133+00:00
lowvariance_gradientboosting,optuna_by_selector_lowvariance_gradientboosting.pkl,test_optuna_by_selector_lowvariance_gradientboosting.csv,18925,12,0.025971203001972754,0.055453204000514233,0.1681833699985873,168.1833699985873,0.008886835931233147,112525.98874763281,0.9753764861294584,success,,2026-06-03T20:25:38.219653+00:00
lowvariance_lda,optuna_by_selector_lowvariance_lda.pkl,test_optuna_by_selector_lowvariance_lda.csv,18925,12,0.0021077960009279195,0.1382502589985961,0.006241963001230033,6.241963001230033,0.00032982631446393836,3031898.7786807874,0.9238573315719947,success,,2026-06-03T20:25:38.852317+00:00
lowvariance_randomforest,optuna_by_selector_lowvariance_randomforest.pkl,test_optuna_by_selector_lowvariance_randomforest.csv,18925,12,0.21443351899870322,0.05624899999747868,0.5868266479992599,586.8266479992599,0.031008013104320206,32249.728372975776,0.9734742404227212,success,,2026-06-03T20:25:39.400028+00:00
