model_id,n_samples,n_runs,mean_ms,std_ms,ci95_lower,ci95_upper
lowvariance_lda,553,14,105.1715226039783,64.63307588838256,99.7727674482363,110.57027775972031
lowvariance_decisiontree,553,14,107.21649367088607,68.38920428412919,101.50399176453008,112.92899557724205
lowvariance_gradientboosting,553,14,503.86772694394216,331.1481894843954,476.2071526834673,531.5283012044171
lowvariance_randomforest,553,14,4985.879321880651,2394.2311385406697,4785.8908867711,5185.867756990203
lowvariance_svm,103,5,174816.88412621358,72946.108820294,160560.3261516137,189073.44210081347
